title,brand,model,transmission,fuel_type,price,year_of_manufacture,energy_capacity,kilometers_run,car_age
Toyota Corolla Cross Z-LEATHER MOONROOF.. 2022,Toyota,Corolla Cross,Automatic,"Petrol, Hybrid, Octane","Tk 5,100,000",2022,"1,800 cc","45,000 km",4
Toyota Fielder . 2020,Toyota,Fielder,Automatic,Octane,"Tk 2,650,000",2020,"1,500 cc","76,000 km",6
Toyota Corolla G Super condition 2005,Toyota,Corolla,Automatic,"CNG, Octane","Tk 1,295,000",2005,"1,500 cc","87,000 km",21
Toyota Prado Brand New 2023,Toyota,Prado,Automatic,Octane,"Tk 17,500,000",2023,"2,700 cc",0 km,3
Toyota Hiace GL 2015,Toyota,Hiace,Automatic,"Octane, LPG","Tk 2,490,000",2015,"2,000 cc","157,548 km",11
Jaguar XJ L Long Wheel Base 2015,Jaguar,XJ,Automatic,"Petrol, Octane","Tk 8,200,000",2015,"2,000 cc","25,000 km",11
Toyota Aqua Hybrid S Style 2020,Toyota,Aqua,Automatic,"Petrol, Hybrid, Octane","Tk 1,860,000",2020,"1,500 cc","65,767 km",6
Toyota Probox gl 2008,Toyota,Probox,Automatic,"CNG, Octane","Tk 850,000",2008,"1,500 cc","85,000 km",18
Toyota Corolla A100 1994,Toyota,Corolla,Automatic,"CNG, Octane","Tk 1,320,000",1994,"1,500 cc","89,000 km",32
Toyota Esquire Hybrid-Gi-Premium. 2020,Toyota,Esquire,Automatic,"Petrol, Hybrid, Octane","Tk 4,000,000",2020,"1,800 cc","80,000 km",6
Toyota Prado DIESEL 2009,Toyota,Prado,Manual,Diesel,"Tk 5,400,000",2009,"3,000 cc","45,000 km",17
Toyota Corolla Cross Z- 2025,Toyota,Corolla Cross,Automatic,"Hybrid, Octane","Tk 5,800,000",2025,"1,790 cc",55 km,1
Hyundai H1 . 2010,Hyundai,H1,Automatic,Octane,"Tk 1,299,000",2010,"2,400 cc","56,000 km",16
Nissan X-Trail  aCaa a.aaaaRaaa 2012,Nissan,X-Trail,Automatic,Octane,"Tk 2,360,000",2012,"2,000 cc","71,251 km",14
Toyota Allion A15 2002,Toyota,Allion,Automatic,"CNG, Octane","Tk 1,280,000",2002,"1,500 cc","91,245 km",24
Toyota Axio X 2013,Toyota,Axio,Automatic,"Petrol, CNG, Octane","Tk 1,650,000",2013,"1,500 cc","72,413 km",13
Honda Vezel 5 Seater 2016,Honda,Vezel,Automatic,Octane,"Tk 2,280,000",2016,"1,500 cc","75,000 km",10
Toyota Premio 5 Seater 2016,Toyota,Premio,Automatic,Octane,"Tk 2,500,000",2016,"1,500 cc","68,000 km",10
Toyota Corolla Cross HYBRID G 4 GRADE 2022,Toyota,Corolla Cross,Automatic,"Petrol, Hybrid, Octane","Tk 4,250,000",2022,"1,800 cc","38,000 km",4
Toyota C-HR G PKG 2020,Toyota,C-HR,Automatic,"Hybrid, Octane","Tk 3,700,000",2020,"1,790 cc","19,799 km",6
Toyota Cross Z 2025,Toyota,Cross,Automatic,"Hybrid, Octane","Tk 6,550,000",2025,"1,790 cc",10 km,1
Toyota Cross Z 2025,Toyota,Cross,Automatic,"Hybrid, Octane","Tk 5,800,000",2025,"1,790 cc",50 km,1
Toyota Corolla Cross Z PKG 2022,Toyota,Corolla Cross,Automatic,"Hybrid, Octane","Tk 4,700,000",2022,"1,790 cc","28,895 km",4
Toyota Corolla Cross Z PKG 2022,Toyota,Corolla Cross,Automatic,"Hybrid, Octane","Tk 4,725,000",2022,"1,790 cc","11,900 km",4
Toyota Prius Alpha S PKG 2019,Toyota,Prius,Automatic,"Hybrid, Octane","Tk 3,650,000",2019,"1,790 cc","61,795 km",7
Lexus ES 300H JDM S CLASS 2019,Lexus,ES,Automatic,"Petrol, Hybrid, Octane","Tk 8,200,000",2019,"2,500 cc","41,000 km",7
Toyota Alphard Executive Lounge 25L 2025,Toyota,Alphard,Automatic,"Petrol, Octane","Tk 20,000,000",2025,"2,500 cc",0 km,1
Toyota Corolla . 1992,Toyota,Corolla,Manual,"Petrol, CNG","Tk 375,000",1992,"1,490 cc","150,000 km",34
Toyota Prius S Touring 4.5 Grade. 2020,Toyota,Prius,Automatic,"Petrol, Hybrid, Octane","Tk 3,570,000",2020,"1,800 cc","54,000 km",6
Nissan Bluebird sylphy 2006,Nissan,Bluebird,Automatic,Octane,"Tk 1,250,000",2006,"1,500 cc","79,000 km",20
Toyota Wagon station 1992,Toyota,Wagon,Automatic,"CNG, Octane","Tk 380,000",1992,"1,300 cc","98,000 km",34
Toyota Prado TX 2005,Toyota,Prado,Automatic,Octane,"Tk 3,525,000",2005,"2,700 cc","96,355 km",21
Toyota Premio 5 Seater 2011,Toyota,Premio,Automatic,Octane,"Tk 2,280,000",2011,"1,500 cc","68,000 km",15
Toyota Fielder Ex Hybrid 2020,Toyota,Fielder,Automatic,"Petrol, Octane","Tk 2,250,000",2020,"1,500 cc","58,000 km",6
Toyota Premio F 2006,Toyota,Premio,Automatic,"Octane, LPG","Tk 1,580,000",2006,"1,500 cc","84,215 km",20
GAC EMKOO 2025,GAC,EMKOO,Automatic,Petrol,"Tk 5,000,000",2025,"1,500 cc",0 km,1
Toyota Hiace silver 2010,Toyota,Hiace,Automatic,CNG,"Tk 2,020,000",2010,"2,000 cc","89,000 km",16
Toyota Harrier Non Hybrid 2021,Toyota,Harrier,Automatic,"Petrol, Octane","Tk 6,800,000",2021,"2,000 cc","58,746 km",5
Toyota Corolla Cross Hybrid Z Leather 4.5 2023,Toyota,Corolla Cross,Automatic,"Petrol, Hybrid, Octane","Tk 5,150,000",2023,"1,800 cc","24,000 km",3
Nissan X-Trail Jeep 2011,Nissan,X-Trail,Automatic,Octane,"Tk 1,695,000",2011,"2,000 cc","76,000 km",15
BYD ATTO 3 2025,BYD,ATTO 3,Automatic,Electric,"Tk 5,200,000",2025,50 cc,0 km,1
Nissan Sunny silver 2004,Nissan,Sunny,Automatic,"CNG, Octane","Tk 650,000",2004,"1,500 cc","76,000 km",22
Toyota Axio Hybrid EX 2020,Toyota,Axio,Automatic,"Petrol, Octane","Tk 2,250,000",2020,"1,500 cc","52,000 km",6
Toyota Allion A15 2003,Toyota,Allion,Automatic,"Octane, LPG","Tk 1,299,000",2003,"1,500 cc","89,000 km",23
Toyota Hiace GL HITER BOX 2020,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 3,500,000",2020,"2,000 cc","75,000 km",6
Toyota Corolla Cross Z LEATHER MOONROOF-5 2024,Toyota,Corolla Cross,Automatic,"Petrol, Hybrid, Octane","Tk 5,700,000",2024,"1,800 cc",4 km,2
Toyota Axio X Grade 2014,Toyota,Axio,Automatic,Petrol,"Tk 1,800,000",2014,"1,496 cc","60,000 km",12
Toyota Axio G 2011,Toyota,Axio,Automatic,"CNG, Octane","Tk 1,470,000",2011,"1,500 cc","87,000 km",15
Toyota Corolla x 2002,Toyota,Corolla,Automatic,"CNG, Octane","Tk 950,000",2002,"1,500 cc","95,000 km",24
Toyota Premio push start 2011,Toyota,Premio,Automatic,"CNG, Octane","Tk 2,150,000",2011,"1,500 cc","75,000 km",15
Toyota Axio push start 2012,Toyota,Axio,Automatic,"CNG, Octane","Tk 1,670,000",2012,"1,500 cc","59,000 km",14
Toyota Carina ti 1999,Toyota,Carina,Automatic,Octane,"Tk 750,000",1999,"1,500 cc","87,000 km",27
Toyota Noah X 2006,Toyota,Noah,Automatic,"CNG, Octane","Tk 1,230,000",2006,"2,000 cc","95,000 km",20
Toyota Premio push start 2009,Toyota,Premio,Automatic,"CNG, Octane","Tk 1,900,000",2009,"1,500 cc","95,000 km",17
Toyota Corolla Cross Z PKG 2025,Toyota,Corolla Cross,Automatic,"Hybrid, Octane","Tk 6,600,000",2025,"1,790 cc",8 km,1
Nissan Sunny octane draive 2011,Nissan,Sunny,Automatic,Octane,"Tk 1,095,000",2011,"1,300 cc","87,265 km",15
Changan Alsvin 2025,Changan,Alsvin,Automatic,Petrol,"Tk 1,500,000",2025,"1,500 cc",0 km,1
Toyota Premio push start 2010,Toyota,Premio,Automatic,"CNG, Octane","Tk 1,920,000",2010,"1,500 cc","79,000 km",16
Toyota Fielder 5 Seater 2004,Toyota,Fielder,Automatic,"CNG, Octane","Tk 1,400,000",2004,"1,500 cc","75,000 km",22
Toyota Fielder 5 Seater 2012,Toyota,Fielder,Automatic,"CNG, Octane","Tk 1,620,000",2012,"1,500 cc","85,000 km",14
Toyota Hiace GL DUAL AC TRH 2021,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 3,600,000",2021,"2,000 cc","43,000 km",5
Mitsubishi Eclipse Cross 2022,Mitsubishi,Eclipse Cross,Automatic,"Octane, Other fuel type","Tk 4,800,000",2022,"1,500 cc","60,123 km",4
Toyota Hiace 12 setter 2016,Toyota,Hiace,Automatic,"Octane, LPG","Tk 3,450,000",2016,"1,500 cc","75,000 km",10
Nissan Bluebird 2006,Nissan,Bluebird,Automatic,Octane,"Tk 1,130,000",2006,"1,500 cc","79,652 km",20
Toyota Fielder 5 Seater 2009,Toyota,Fielder,Automatic,"CNG, Octane","Tk 1,500,000",2009,"1,500 cc","75,000 km",17
Toyota Premio 5 Seater 2008,Toyota,Premio,Automatic,Octane,"Tk 2,080,000",2008,"1,500 cc","85,000 km",18
Toyota Allion G plus 2014,Toyota,Allion,Automatic,Octane,"Tk 2,495,000",2014,"1,500 cc","56,000 km",12
Toyota Premio 2007,Toyota,Premio,Automatic,"CNG, Octane","Tk 1,660,000",2009,"1,500 cc","46,566 km",17
Toyota Premio red wine 2004,Toyota,Premio,Automatic,"CNG, Octane","Tk 1,300,000",2004,"1,500 cc","85,000 km",22
Toyota Corolla Cross Z-LEATHER-MOONROOF 2025,Toyota,Corolla Cross,Automatic,"Petrol, Hybrid, Octane","Tk 6,400,000",2025,"1,800 cc",0 km,1
Toyota Esquire  2000,Toyota,Esquire,Automatic,"CNG, Octane","Tk 480,000",2000,"1,500 cc","100,000 km",26
Toyota Corolla  2025,Toyota,Corolla,Automatic,"Diesel, CNG","Tk 1,300,000",2025,"1,500 cc","209,000 km",1
Toyota Axio . 2014,Toyota,Axio,Automatic,Hybrid,"Tk 1,560,000",2014,"1,500 cc","120,000 km",12
Toyota Noah With 7 Seater 2022,Toyota,Noah,Automatic,Octane,"Tk 4,820,000",2022,"2,000 cc","60,672 km",4
Kia Sorento 2025,Kia,Sorento,Automatic,Hybrid,"Tk 25,000,000",2025,"2,500 cc",0 km,1
Changan HUNTER 2025,Changan,Other Model,Automatic,Petrol,"Tk 5,000,000",2025,"1,910 cc",0 km,1
Toyota Corolla HY WXB Touring 4 AP 2020,Toyota,Corolla,Automatic,"Petrol, Hybrid, Octane","Tk 3,250,000",2020,"1,800 cc","44,000 km",6
Toyota Corolla HY WXB TOURING 4.5 2020,Toyota,Corolla,Automatic,"Petrol, Hybrid, Octane","Tk 3,380,000",2020,"1,800 cc","29,000 km",6
Toyota Mark II GX100 TRENTE 2.0L 1997,Toyota,Mark II,Automatic,"Petrol, Octane, LPG","Tk 1,120,000",1997,"2,000 cc","82,000 km",29
Toyota Alphard Executive Loung 4 2020,Toyota,Alphard,Automatic,"Petrol, Hybrid, Octane","Tk 9,400,000",2020,"2,500 cc","80,363 km",6
Toyota Axio Ex hyb push 3.5pt 2020,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 2,250,000",2020,"1,500 cc","95,956 km",6
Toyota Axio EX PUSH HYBRID 2020,Toyota,Axio,Automatic,Hybrid,"Tk 2,450,000",2020,"1,500 cc","90,000 km",6
Toyota Fielder Ex Non Hyb push 3.5p 2020,Toyota,Fielder,Automatic,"Octane, Other fuel type","Tk 2,650,000",2020,"1,500 cc","99,985 km",6
Toyota Esquire With 7 Seater 2020,Toyota,Esquire,Automatic,"Hybrid, Octane","Tk 3,800,000",2020,"1,800 cc","47,228 km",6
Toyota Axio Ex Non Hyb push 4pt 2020,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 2,650,000",2020,"1,500 cc","85,236 km",6
Toyota Prius S Touring Hyb 4pt 2018,Toyota,Prius,Automatic,"Hybrid, Octane","Tk 2,750,000",2018,"1,800 cc","90,555 km",8
Toyota Premio push state imarjenci 2010,Toyota,Premio,Automatic,"CNG, Octane","Tk 1,890,000",2010,"1,500 cc","98,000 km",16
Toyota Prius S SAfety package 2020,Toyota,Prius,Automatic,"Hybrid, Octane","Tk 2,750,000",2020,"1,800 cc","47,000 km",6
Toyota Corolla Cross Z leather hyb 4.5pt 2022,Toyota,Corolla Cross,Automatic,"Hybrid, Octane","Tk 4,700,000",2022,"1,800 cc","41,222 km",4
Toyota Noah SI WXB HYBRID 2020,Toyota,Noah,Automatic,"Petrol, Hybrid","Tk 3,520,000",2020,"1,800 cc","98,000 km",6
Toyota Corolla X 2005,Toyota,Corolla,Automatic,"CNG, Octane","Tk 1,150,000",2005,"1,500 cc","87,000 km",21
Toyota Axio white 2009,Toyota,Axio,Automatic,Octane,"Tk 1,380,000",2009,"1,500 cc","89,000 km",17
Toyota Fielder Ex Hyb push 4pt 2020,Toyota,Fielder,Automatic,"Hybrid, Octane","Tk 2,320,000",2020,"1,500 cc","85,236 km",6
Toyota Corolla G 2001,Toyota,Corolla,Automatic,"CNG, Octane","Tk 1,080,000",2001,"1,500 cc","47,467 km",25
Toyota Axio silver 2010,Toyota,Axio,Automatic,Octane,"Tk 1,540,000",2010,"1,500 cc","85,000 km",16
Toyota Noah X Non hyb 3.5pt key 2020,Toyota,Noah,Automatic,"Octane, Other fuel type","Tk 3,500,000",2020,"2,000 cc","68,000 km",6
Suzuki Swift vvti eng a2aa-aaa 2004,Suzuki,Swift,Automatic,Octane,"Tk 550,000",2004,"1,331 cc","78,000 km",22
Honda Vezel Z Package Nonhybrid 2014,Honda,Vezel,Automatic,Octane,"Tk 2,099,999",2014,"1,500 cc","56,000 km",12
Hyundai Tucson sunroof 2017,Hyundai,Tucson,Automatic,Octane,"Tk 2,740,000",2017,"2,000 cc","57,300 km",9
Toyota Premio 2006,Toyota,Premio,Automatic,"CNG, Octane","Tk 1,550,000",2008,"1,500 cc","200,000 km",18
Toyota C-HR G 2020,Toyota,C-HR,Automatic,Hybrid,"Tk 3,400,000",2020,"1,800 cc","71,000 km",6
Toyota Corolla WXB HY FULL LOADED 2020,Toyota,Corolla,Automatic,"Petrol, Hybrid, Octane","Tk 3,200,000",2020,"1,800 cc","84,647 km",6
Toyota Esquire GI PREMIUM HYBRID 2021,Toyota,Esquire,Automatic,Hybrid,"Tk 3,980,000",2021,"1,800 cc","56,743 km",5
Toyota Axio EX PACKAGE NON-HY 2021,Toyota,Axio,Automatic,"Petrol, Octane","Tk 2,640,000",2021,"1,500 cc","45,682 km",5
Toyota Hiace GL AMBULANCE 2021,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 2,680,000",2021,"2,000 cc","84,362 km",5
Toyota Hiace Super GL DARKPRIME 2018,Toyota,Hiace,Automatic,"Petrol, Hybrid, Octane","Tk 4,100,000",2018,"2,000 cc","68,075 km",8
Toyota C-HR G-LED Hybrid 2019,Toyota,C-HR,Automatic,"Petrol, Hybrid, Octane","Tk 3,730,000",2019,"1,800 cc","59,473 km",7
Honda Civic S Package OCTANE 2020,Honda,Civic,Automatic,Petrol,"Tk 3,750,000",2020,"1,500 cc","47,000 km",6
Toyota Noah G Pkg 2 Door Power 2017,Toyota,Noah,Automatic,"Petrol, Hybrid, Octane","Tk 2,900,000",2017,"1,800 cc","108,470 km",9
Toyota Premio F-EX Package 2017,Toyota,Premio,Automatic,Octane,"Tk 3,250,000",2017,"1,500 cc","63,000 km",9
Nissan Sunny EX salon 2004,Nissan,Sunny,Automatic,"Octane, LPG","Tk 770,000",2004,"1,500 cc","72,000 km",22
Toyota Esquire GI PREMIUM Hybrid 2019,Toyota,Esquire,Automatic,Hybrid,"Tk 3,650,000",2019,"1,800 cc","111,000 km",7
Toyota Probox 2003,Toyota,Probox,Automatic,"CNG, Octane","Tk 680,000",2008,"1,500 cc","70,000 km",18
Nissan Bluebird sylphy 2006,Nissan,Bluebird,Automatic,Octane,"Tk 1,130,000",2006,"1,500 cc","77,452 km",20
Toyota Noah DX 2006,Toyota,Noah,Automatic,"CNG, Octane","Tk 1,270,000",2006,"1,800 cc","72,000 km",20
Toyota Corona Premio 1999,Toyota,Corona,Automatic,Octane,"Tk 670,000",1999,"1,580 cc","170,000 km",27
Toyota Axio EX OCTANE WHITE 2020,Toyota,Axio,Automatic,Petrol,"Tk 2,690,000",2020,"1,500 cc","87,000 km",6
Toyota Yaris Cross G PACKAGE 2020,Toyota,Yaris Cross,Automatic,Hybrid,"Tk 3,380,000",2020,"1,500 cc","45,000 km",6
Toyota Premio F-Ex Mica Blue 4.5 2021,Toyota,Premio,Automatic,"Petrol, Octane","Tk 4,750,000",2021,"1,500 cc","32,000 km",5
Toyota Corolla Cross Z LEATHER BLACK 2022,Toyota,Corolla Cross,Automatic,Hybrid,"Tk 4,799,000",2022,"1,800 cc","62,000 km",4
"Toyota C-HR G MODE NERO,POINT4.5 2020",Toyota,C-HR,Automatic,Hybrid,"Tk 3,575,000",2020,"1,800 cc","96,000 km",6
Toyota Esquire Gi Non HV Pearl 2020,Toyota,Esquire,Automatic,"Petrol, Octane","Tk 4,150,000",2020,"2,000 cc","50,258 km",6
Toyota Esquire Gi Hybrid Pearl 2020,Toyota,Esquire,Automatic,Hybrid,"Tk 3,590,000",2020,"1,800 cc","56,780 km",6
Toyota Corolla Cross Z Leather Pearl 2022,Toyota,Corolla Cross,Automatic,Hybrid,"Tk 4,750,000",2022,"1,800 cc","58,000 km",4
Toyota Harrier Z Leather Non HV 2020,Toyota,Harrier,Automatic,"Petrol, Octane","Tk 7,890,000",2020,"2,000 cc","25,714 km",6
Toyota Esquire Gi Non HV Mica Blue 2020,Toyota,Esquire,Automatic,"Petrol, Octane","Tk 4,360,000",2020,"2,000 cc","53,118 km",6
Toyota Corolla 111 Super conditions 1999,Toyota,Corolla,Automatic,"CNG, Octane","Tk 540,000",1999,"1,331 cc","115,000 km",27
Toyota Premio Fex Package Limited 2015,Toyota,Premio,Automatic,"Octane, LPG","Tk 2,650,000",2015,"1,500 cc","51,118 km",11
Toyota Corolla X Over Fresh 2005,Toyota,Corolla,Automatic,"Petrol, CNG, Octane","Tk 1,350,000",2005,"1,500 cc","86,200 km",21
Toyota Passo G CANDY RED 2004,Toyota,Passo,Automatic,Octane,"Tk 450,000",2004,"1,000 cc","67,000 km",22
Toyota Corolla Cross FULL LOADED Z PKG 2023,Toyota,Corolla Cross,Automatic,Hybrid,"Tk 4,650,000",2023,"1,800 cc","30,321 km",3
Toyota Axio Hybrid 2019,Toyota,Axio,Automatic,"Hybrid, Octane","Tk 2,150,000",2019,"1,500 cc","67,000 km",7
Toyota Corolla G 40Th Anniversary 2006,Toyota,Corolla,Automatic,"Petrol, CNG, Octane","Tk 1,280,000",2006,"1,500 cc","81,100 km",20
Toyota Yaris Cross Z-LEATHER 2021,Toyota,Yaris Cross,Automatic,Hybrid,"Tk 3,350,000",2021,"1,500 cc","40,000 km",5
Toyota Harrier Old Shap Sunroof 2020,Toyota,Harrier,Automatic,"Petrol, Octane","Tk 6,850,000",2020,"2,000 cc","40,000 km",6
Toyota Hiace Super GL Dark Prime2 2022,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 4,700,000",2022,"2,000 cc","57,000 km",4
Toyota Noah G 2022,Toyota,Noah,Automatic,Hybrid,"Tk 4,500,000",2022,"1,800 cc","15,000 km",4
Nissan X-Trail 2014,Nissan,X-Trail,Automatic,Octane,"Tk 3,000,000",2016,"2,000 cc","46,000 km",10
Toyota Corolla Cross S PANAROMIC ROOF 2022,Toyota,Corolla Cross,Automatic,Hybrid,"Tk 4,570,000",2022,"1,800 cc","46,000 km",4
Toyota Esquire Gi Premium Hybrid 2020,Toyota,Esquire,Automatic,Hybrid,"Tk 3,870,000",2020,"1,800 cc","67,000 km",6
Toyota Axio G 2013,Toyota,Axio,Automatic,"CNG, Octane","Tk 1,750,000",2013,"1,500 cc","82,000 km",13
Toyota Harrier PREMIUM STYLE NOIR 2020,Toyota,Harrier,Automatic,"Petrol, Octane","Tk 6,750,000",2020,"2,000 cc","54,000 km",6
Toyota Harrier Z-LEATHER 2020,Toyota,Harrier,Automatic,"Petrol, Octane","Tk 8,030,000",2020,"2,000 cc","60,000 km",6
Toyota Hiace High Roof Ambulance 2020,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 3,000,000",2020,"2,000 cc","61,000 km",6
Toyota Harrier Premium 2020,Toyota,Harrier,Automatic,"Petrol, Octane","Tk 7,020,000",2020,"2,000 cc","91,000 km",6
"Toyota Noah X Power Door,8 Seat 2020",Toyota,Noah,Automatic,"Petrol, Octane","Tk 3,730,000",2020,"2,000 cc","63,000 km",6
Toyota Harrier Z-LEATHER 2021,Toyota,Harrier,Automatic,"Petrol, Octane","Tk 8,200,000",2021,"2,000 cc","70,000 km",5
Toyota Noah Octen key 3.5p 2020,Toyota,Noah,Automatic,"Octane, Other fuel type","Tk 3,520,000",2020,"2,000 cc","68,123 km",6
Toyota Prius Alpha G 2020,Toyota,Prius,Automatic,Hybrid,"Tk 3,900,000",2020,"1,800 cc","43,300 km",6
Toyota Noah X 2021,Toyota,Noah,Automatic,"Petrol, Octane","Tk 3,800,000",2021,"2,000 cc","11,100 km",5
"Toyota Noah X 2 Door Power,Push 2021",Toyota,Noah,Automatic,"Petrol, Octane","Tk 3,860,000",2021,"2,000 cc","92,000 km",5
Toyota Noah X Power Door 2020,Toyota,Noah,Automatic,"Petrol, Octane","Tk 3,560,000",2020,"2,000 cc","68,000 km",6
Toyota C-HR G-LED 2021,Toyota,C-HR,Automatic,Hybrid,"Tk 3,580,000",2021,"1,800 cc","4,000 km",5
Toyota Premio FL-LED 2020,Toyota,Premio,Automatic,"Petrol, Octane","Tk 4,430,000",2020,"1,500 cc","34,000 km",6
Toyota Noah S-Z 2022,Toyota,Noah,Automatic,Hybrid,"Tk 5,380,000",2022,"1,800 cc","8,000 km",4
Toyota Hiace Ambulance DX 2021,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 2,870,000",2021,"2,000 cc","86,000 km",5
Toyota Aqua S hybrid 2020,Toyota,Aqua,Automatic,Hybrid,"Tk 1,900,000",2020,"1,500 cc","21,721 km",6
Toyota Voxy S-Z 2022,Toyota,Voxy,Automatic,Hybrid,"Tk 5,290,000",2022,"1,800 cc","55,000 km",4
Toyota Harrier Z-Leather 2020,Toyota,Harrier,Automatic,"Petrol, Octane","Tk 7,950,000",2020,"2,000 cc","25,200 km",6
Toyota Hiace Ambulance DX 2021,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 2,850,000",2021,"2,000 cc","114,000 km",5
Toyota Hiace Super GL Key Start 2020,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 3,900,000",2020,"2,000 cc","41,000 km",6
Toyota Voxy ZS Sunroof 2020,Toyota,Voxy,Automatic,"Petrol, Octane","Tk 5,130,000",2020,"2,000 cc","21,000 km",6
Toyota Hiace Ambulance GL 2020,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 2,920,000",2020,"2,000 cc","85,600 km",6
Toyota Prius S Touring 2020,Toyota,Prius,Automatic,Octane,"Tk 2,960,000",2020,"1,500 cc","47,000 km",6
Toyota Corolla Cross Z LEATHER HARDTOP4.5 2021,Toyota,Corolla Cross,Automatic,Hybrid,"Tk 4,360,000",2021,"1,800 cc","53,528 km",5
Toyota Esquire GI Premium Ready 2025,Toyota,Esquire,Automatic,"Hybrid, Octane","Tk 4,080,000",2025,"1,800 cc","45,866 km",1
Toyota Premio Fex Red Wine 2020,Toyota,Premio,Automatic,"Petrol, Octane","Tk 4,580,000",2020,"1,500 cc","34,892 km",6
Toyota Premio Fex Black 2021,Toyota,Premio,Automatic,"Petrol, Octane","Tk 4,770,000",2021,"1,500 cc","28,600 km",5
Toyota Corolla . 2003,Toyota,Corolla,Automatic,"CNG, Octane","Tk 1,020,000",2003,"1,500 cc","85,000 km",23
Toyota Fielder Ex non Hyb push 3.5p 2020,Toyota,Fielder,Automatic,"Octane, Other fuel type","Tk 2,650,000",2020,"1,500 cc","85,632 km",6
Honda Insight Ex Black Style RedHV 2021,Honda,Insight,Automatic,Hybrid,"Tk 4,350,000",2021,"1,500 cc","9,000 km",5
Honda Grace Lx Hybrid Pearl 2020,Honda,Grace,Automatic,Hybrid,"Tk 2,650,000",2020,"1,500 cc","35,971 km",6
Toyota Harrier Z leather Ready 2020,Toyota,Harrier,Automatic,Octane,"Tk 7,200,000",2020,"2,000 cc","12,538 km",6
Toyota Premio Fex Silver 2020,Toyota,Premio,Automatic,"Petrol, Octane","Tk 4,560,000",2020,"1,500 cc","55,420 km",6
Toyota Premio FL Silver 2020,Toyota,Premio,Automatic,"Petrol, Octane","Tk 4,080,000",2020,"1,500 cc","74,957 km",6
Toyota Axio Ex Hybrid Silver 2020,Toyota,Axio,Automatic,Hybrid,"Tk 2,650,000",2020,"1,500 cc","28,243 km",6
Toyota Fielder Ex Hybrid White 2020,Toyota,Fielder,Automatic,Hybrid,"Tk 2,520,000",2020,"1,500 cc","65,816 km",6
Toyota Fielder Ex Hybrid White 2021,Toyota,Fielder,Automatic,Hybrid,"Tk 2,340,000",2021,"1,500 cc","103,125 km",5
Toyota Fielder Ex Hybrid White 2020,Toyota,Fielder,Automatic,Hybrid,"Tk 2,460,000",2020,"1,500 cc","66,070 km",6
Toyota Axio Ex Hybrid Silver 2020,Toyota,Axio,Automatic,Hybrid,"Tk 2,390,000",2020,"1,500 cc","108,775 km",6
Toyota Axio EX 2020,Toyota,Axio,Automatic,Hybrid,"Tk 2,560,000",2020,"1,500 cc","28,000 km",6
Toyota Fielder Ex Non Hybrid Silver 2020,Toyota,Fielder,Automatic,"Petrol, Octane","Tk 2,890,000",2020,"1,500 cc","71,130 km",6
Toyota Allion A15 G Black 2020,Toyota,Allion,Automatic,"Petrol, Octane","Tk 4,190,000",2020,"1,500 cc","95,224 km",6
Toyota Corolla Axio 2012,Toyota,Corolla,Manual,Petrol,"Tk 1,780,000",2012,"1,500 cc","17,000 km",14
Toyota Allion G PLUS PEARL 2021,Toyota,Allion,Automatic,Petrol,"Tk 4,370,000",2021,"1,500 cc","33,793 km",5
Toyota Axio EX 2020,Toyota,Axio,Automatic,Hybrid,"Tk 2,690,000",2020,"1,500 cc","79,000 km",6
Toyota Allion G pkg 2006,Toyota,Allion,Automatic,"Octane, LPG","Tk 1,490,000",2006,"1,500 cc","91,000 km",20
Toyota Aqua hybrid 2020,Toyota,Aqua,Automatic,"Petrol, Hybrid, Octane","Tk 1,700,000",2020,"1,500 cc","56,847 km",6
Toyota Premio F 2005,Toyota,Premio,Automatic,"Petrol, CNG","Tk 1,515,000",2005,"1,500 cc","92,000 km",21
Toyota Allion G 2005,Toyota,Allion,Automatic,"CNG, Octane","Tk 1,495,000",2005,"1,500 cc","91,000 km",21
Toyota Prius S 2020,Toyota,Prius,Automatic,Hybrid,"Tk 2,975,000",2020,"1,800 cc","63,000 km",6
Toyota Hiace Super GL Dark Prime 2022,Toyota,Hiace,Automatic,"Petrol, Octane","Tk 4,670,000",2022,"2,000 cc","57,000 km",4
Toyota Voxy S-Z 2022,Toyota,Voxy,Automatic,Hybrid,"Tk 5,420,000",2022,"1,800 cc","34,100 km",4
Toyota Esquire Gi Premium 2020,Toyota,Esquire,Automatic,Hybrid,"Tk 3,750,000",2020,"1,800 cc","70,000 km",6
Toyota Allion G PLUS 2020,Toyota,Allion,Automatic,Petrol,"Tk 4,470,000",2020,"1,500 cc","11,212 km",6
Toyota Allion A15 PEARL 2020,Toyota,Allion,Automatic,Petrol,"Tk 4,410,000",2020,"1,500 cc","11,000 km",6
